"Filepath","Optimistic","CPM","PERT","PERT.SD","PERT..99..","BB.2.Mean","BB.2.SD","BB.2..99..","Lognormal.Mean","Lognormal.SD","Lognormal..99..","Pessimistic","Number.of.Paths","Average.Nodes.Path","Sim.Min","Sim.Mean","Sim.SD","Sim.Mode","Sim.Median","Sim.Skewness","Sim.99.","Sim.Max","Sim.Time..Seconds.","a...ml..","b...ml..","Activity.Distribution","Number.of.Simulations","source_file","SP","LA","AD","TF"
"Set 3.2 LA (mid SP)_EV85",56.5,113,122.417,7.51,161.55,128.694,14.125,162.03,128.549,30.221,169.245,226,513,13.064,101.325,129.053,8.028,101.325,128.57,0.373,149.931,188.573,37.151,2,2,"lognormal",1000000,"Set 3.2 LA (mid SP) Completion Times - Lognormal",0.5,"0.2","Rand","Rand"
"Set 3.2 LA (mid SP)_EV86",46,92,99.667,6.69,131.53,104.778,11.5,131.92,104.659,24.605,137.793,184,258,10.798,79.091,105.234,7.19,79.091,104.753,0.415,124.213,157.857,17.477,2,2,"lognormal",1000000,"Set 3.2 LA (mid SP) Completion Times - Lognormal",0.5,"0.2","Rand","Rand"
"Set 3.2 LA (mid SP)_EV87",41.5,83,89.917,5.91,118.66,94.528,10.375,119.01,94.421,22.198,124.313,166,748,12.884,73.527,96.724,6.371,73.527,96.279,0.451,113.659,143.239,53.517,2,2,"lognormal",1000000,"Set 3.2 LA (mid SP) Completion Times - Lognormal",0.5,"0.2","Rand","Rand"
"Set 3.2 LA (mid SP)_EV88",44,88,95.333,6.56,125.81,100.222,11,126.18,100.109,23.535,131.802,176,72,13.25,78.072,101.689,6.864,78.072,101.206,0.442,119.898,150.51,6.535,2,2,"lognormal",1000000,"Set 3.2 LA (mid SP) Completion Times - Lognormal",0.5,"0.2","Rand","Rand"
"Set 3.2 LA (mid SP)_EV89",54.5,109,118.083,7.36,155.84,124.139,13.625,156.29,123.999,29.152,163.254,218,73,10.219,95.916,123.996,7.867,95.916,123.515,0.379,144.533,179.627,5.744,2,2,"lognormal",1000000,"Set 3.2 LA (mid SP) Completion Times - Lognormal",0.5,"0.2","Rand","Rand"
"Set 3.2 LA (mid SP)_EV90",40,80,86.667,6.06,114.37,91.111,10,114.71,91.008,21.396,119.82,160,708,12.667,69.286,91.567,6.442,69.286,91.124,0.43,108.579,145.161,49.999,2,2,"lognormal",1000000,"Set 3.2 LA (mid SP) Completion Times - Lognormal",0.5,"0.2","Rand","Rand"
"Set 3.2 LA (mid SP)_EV91",41,82,88.833,5.69,117.23,93.389,10.25,117.58,93.283,21.931,122.815,164,644,11.5,71.904,94.187,6.089,71.904,93.778,0.411,110.23,134.17,41.331,2,2,"lognormal",1000000,"Set 3.2 LA (mid SP) Completion Times - Lognormal",0.5,"0.2","Rand","Rand"
"Set 3.2 LA (mid SP)_EV92",51.5,103,111.583,7.24,147.26,117.306,12.875,147.69,117.173,27.547,154.268,206,129,9.876,89.327,117.181,7.744,89.327,116.667,0.407,137.547,165.075,8.632,2,2,"lognormal",1000000,"Set 3.2 LA (mid SP) Completion Times - Lognormal",0.5,"0.2","Rand","Rand"
"Set 3.2 LA (mid SP)_EV93",42.5,85,92.083,5.97,121.52,96.806,10.625,121.88,96.696,22.733,127.308,170,340,13.259,75.817,98.267,6.327,75.817,97.836,0.426,115.004,140.49,25.846,2,2,"lognormal",1000000,"Set 3.2 LA (mid SP) Completion Times - Lognormal",0.5,"0.2","Rand","Rand"
"Set 3.2 LA (mid SP)_EV94",36.5,73,79.083,5.86,104.37,83.139,9.125,104.67,83.045,19.524,109.335,146,284,11.264,62.886,85.385,6.187,62.886,84.893,0.503,102.095,130.374,19.298,2,2,"lognormal",1000000,"Set 3.2 LA (mid SP) Completion Times - Lognormal",0.5,"0.2","Rand","Rand"
"Set 3.2 LA (mid SP)_EV95",39.5,79,85.583,6.06,112.94,89.972,9.875,113.28,89.871,21.128,118.322,158,387,11.395,69.514,92.692,6.416,69.514,92.232,0.454,109.786,136.399,25.924,2,2,"lognormal",1000000,"Set 3.2 LA (mid SP) Completion Times - Lognormal",0.5,"0.2","Rand","Rand"
"Set 3.2 LA (mid SP)_EV96",50.5,101,109.417,7,144.4,115.028,12.625,144.82,114.898,27.012,151.272,202,331,12.215,87.261,115.01,7.475,87.261,114.53,0.395,134.582,163.617,23.651,2,2,"lognormal",1000000,"Set 3.2 LA (mid SP) Completion Times - Lognormal",0.5,"0.2","Rand","Rand"
"Set 3.2 LA (mid SP)_EV97",44.5,89,96.417,6.52,127.24,101.361,11.125,127.62,101.247,23.803,133.299,178,756,13.349,77.381,102.391,6.908,77.381,101.918,0.43,120.653,155.944,56.481,2,2,"lognormal",1000000,"Set 3.2 LA (mid SP) Completion Times - Lognormal",0.5,"0.2","Rand","Rand"
"Set 3.2 LA (mid SP)_EV98",45.5,91,98.583,6.6,130.1,103.639,11.375,130.48,103.522,24.338,136.295,182,462,11.002,77.933,103.623,7.051,77.933,103.149,0.427,122.316,153.836,29.637,2,2,"lognormal",1000000,"Set 3.2 LA (mid SP) Completion Times - Lognormal",0.5,"0.2","Rand","Rand"
"Set 3.2 LA (mid SP)_EV99",41,82,88.833,5.85,117.23,93.389,10.25,117.58,93.283,21.931,122.815,164,450,13.196,71.769,93.728,6.244,71.769,93.315,0.414,110.164,137.55,33.244,2,2,"lognormal",1000000,"Set 3.2 LA (mid SP) Completion Times - Lognormal",0.5,"0.2","Rand","Rand"
"Set 3.2 LA (mid SP)_EV100",38,76,82.333,6,108.66,86.556,9.5,108.98,86.458,20.326,113.829,152,274,12.73,65.763,88.47,6.382,65.763,87.983,0.483,105.604,138.648,20.55,2,2,"lognormal",1000000,"Set 3.2 LA (mid SP) Completion Times - Lognormal",0.5,"0.2","Rand","Rand"
"Set 3.2 LA (mid SP)_EV101",41.5,83,89.917,5.81,118.66,94.528,10.375,119.01,94.421,22.198,124.313,166,831,13.397,73.82,96.144,6.313,73.82,95.707,0.427,112.84,136.744,61.06,2,2,"lognormal",1000000,"Set 3.2 LA (mid SP) Completion Times - Lognormal",1,"0.4","Rand","Rand"
"Set 3.2 LA (mid SP)_EV102",47,94,101.833,6.65,134.39,107.056,11.75,134.78,106.935,25.14,140.788,188,1008,13.893,83.262,109.855,7.088,83.262,109.386,0.416,128.531,156.217,77.067,2,2,"lognormal",1000000,"Set 3.2 LA (mid SP) Completion Times - Lognormal",1,"0.4","Rand","Rand"
"Set 3.2 LA (mid SP)_EV103",53,106,114.833,7.34,151.55,120.722,13.25,151.99,120.586,28.349,158.761,212,1314,15.009,92.988,121.613,7.791,92.988,121.113,0.396,142.032,177.297,103.824,2,2,"lognormal",1000000,"Set 3.2 LA (mid SP) Completion Times - Lognormal",1,"0.4","Rand","Rand"
"Set 3.2 LA (mid SP)_EV104",46.5,93,100.75,6.76,132.96,105.917,11.625,133.35,105.797,24.872,139.29,186,598,12.577,82.975,107.816,7.098,82.975,107.327,0.423,126.537,153.151,42.002,2,2,"lognormal",1000000,"Set 3.2 LA (mid SP) Completion Times - Lognormal",1,"0.4","Rand","Rand"
"Set 3.2 LA (mid SP)_EV105",36,72,78,5.42,102.94,82,9,103.24,81.907,19.256,107.838,144,578,14.159,64.294,83.567,5.619,64.294,83.144,0.476,98.623,124.96,45.086,2,2,"lognormal",1000000,"Set 3.2 LA (mid SP) Completion Times - Lognormal",1,"0.4","Rand","Rand"
"Set 3.2 LA (mid SP)_EV106",49.5,99,107.25,6.91,141.54,112.75,12.375,141.95,112.623,26.477,148.277,198,1134,14.386,88.199,115.23,7.27,88.199,114.755,0.408,134.412,172.165,87.566,2,2,"lognormal",1000000,"Set 3.2 LA (mid SP) Completion Times - Lognormal",1,"0.4","Rand","Rand"
"Set 3.2 LA (mid SP)_EV107",40.5,81,87.75,6.01,115.8,92.25,10.125,116.14,92.146,21.663,121.317,162,560,14.039,71.38,94.419,6.282,71.38,93.979,0.437,111.081,136.742,43.47,2,2,"lognormal",1000000,"Set 3.2 LA (mid SP) Completion Times - Lognormal",1,"0.4","Rand","Rand"
"Set 3.2 LA (mid SP)_EV108",42.5,85,92.083,6.41,121.52,96.806,10.625,121.88,96.696,22.733,127.308,170,1458,14.204,75.487,99.505,6.862,75.487,98.984,0.47,117.854,145.516,111.956,2,2,"lognormal",1000000,"Set 3.2 LA (mid SP) Completion Times - Lognormal",1,"0.4","Rand","Rand"
"Set 3.2 LA (mid SP)_EV109",46,92,99.667,6.54,131.53,104.778,11.5,131.92,104.659,24.605,137.793,184,810,14.315,81.441,107.597,6.97,81.441,107.132,0.411,125.973,155.291,62.873,2,2,"lognormal",1000000,"Set 3.2 LA (mid SP) Completion Times - Lognormal",1,"0.4","Rand","Rand"
"Set 3.2 LA (mid SP)_EV110",49,98,106.167,6.62,140.11,111.611,12.25,140.52,111.485,26.21,146.779,196,882,15.381,85.019,113.539,7.046,85.019,113.101,0.388,131.969,162.343,72.809,2,2,"lognormal",1000000,"Set 3.2 LA (mid SP) Completion Times - Lognormal",1,"0.4","Rand","Rand"
"Set 3.2 LA (mid SP)_EV111",39.5,79,85.583,5.58,112.94,89.972,9.875,113.28,89.871,21.128,118.322,158,496,13.452,70.742,92.612,5.969,70.742,92.217,0.42,108.385,132.962,37.077,2,2,"lognormal",1000000,"Set 3.2 LA (mid SP) Completion Times - Lognormal",1,"0.4","Rand","Rand"
"Set 3.2 LA (mid SP)_EV112",52,104,112.667,7.19,148.69,118.444,13,149.12,118.311,27.814,155.766,208,1148,14.625,92.417,120.143,7.634,92.417,119.655,0.395,140.197,174.64,89.93,2,2,"lognormal",1000000,"Set 3.2 LA (mid SP) Completion Times - Lognormal",1,"0.4","Rand","Rand"
"Set 3.2 LA (mid SP)_EV113",50.5,101,109.417,7.08,144.4,115.028,12.625,144.82,114.898,27.012,151.272,202,1200,13.733,89.071,116.735,7.632,89.071,116.227,0.405,136.842,176.501,90.085,2,2,"lognormal",1000000,"Set 3.2 LA (mid SP) Completion Times - Lognormal",1,"0.4","Rand","Rand"
"Set 3.2 LA (mid SP)_EV114",47,94,101.833,6.56,134.39,107.056,11.75,134.78,106.935,25.14,140.788,188,480,11.294,83.121,108.66,7.02,83.121,108.193,0.417,127.189,154.02,31.922,2,2,"lognormal",1000000,"Set 3.2 LA (mid SP) Completion Times - Lognormal",1,"0.4","Rand","Rand"
"Set 3.2 LA (mid SP)_EV115",50,100,108.333,7.01,142.97,113.889,12.5,143.39,113.76,26.745,149.775,200,2280,14.841,88.866,114.815,7.466,88.866,114.329,0.399,134.405,163.133,178.909,2,2,"lognormal",1000000,"Set 3.2 LA (mid SP) Completion Times - Lognormal",1,"0.4","Rand","Rand"
"Set 3.2 LA (mid SP)_EV116",36,72,78,5.3,102.94,82,9,103.24,81.907,19.256,107.838,144,496,13.29,64.225,85.696,5.739,64.225,85.278,0.457,101.007,134.069,37.156,2,2,"lognormal",1000000,"Set 3.2 LA (mid SP) Completion Times - Lognormal",1,"0.4","Rand","Rand"
"Set 3.2 LA (mid SP)_EV117",45,90,97.5,6.29,128.67,102.5,11.25,129.05,102.384,24.07,134.797,180,972,15.71,80.072,104.543,6.748,80.072,104.104,0.409,122.294,158.71,80.514,2,2,"lognormal",1000000,"Set 3.2 LA (mid SP) Completion Times - Lognormal",1,"0.4","Rand","Rand"
"Set 3.2 LA (mid SP)_EV118",45.5,91,98.583,6.59,130.1,103.639,11.375,130.48,103.522,24.338,136.295,182,810,12.844,79.231,104.735,6.983,79.231,104.258,0.431,123.237,154.249,57.121,2,2,"lognormal",1000000,"Set 3.2 LA (mid SP) Completion Times - Lognormal",1,"0.4","Rand","Rand"
"Set 3.2 LA (mid SP)_EV119",50.5,101,109.417,7.02,144.4,115.028,12.625,144.82,114.898,27.012,151.272,202,1926,12.529,87.256,115.205,7.491,87.256,114.73,0.396,134.852,165.284,129.675,2,2,"lognormal",1000000,"Set 3.2 LA (mid SP) Completion Times - Lognormal",1,"0.4","Rand","Rand"
"Set 3.2 LA (mid SP)_EV120",41.5,83,89.917,5.87,118.66,94.528,10.375,119.01,94.421,22.198,124.313,166,210,15.505,71.27,96.516,6.229,71.27,96.093,0.427,112.998,142.196,18.737,2,2,"lognormal",1000000,"Set 3.2 LA (mid SP) Completion Times - Lognormal",1,"0.4","Rand","Rand"
"Set 3.2 LA (mid SP)_EV121",55,110,119.167,7.47,157.27,125.278,13.75,157.73,125.136,29.419,164.752,220,462,15.959,97.625,126.729,7.927,97.625,126.215,0.398,147.505,185.294,39.475,2,2,"lognormal",1000000,"Set 3.2 LA (mid SP) Completion Times - Lognormal",1,"0.4","Rand","Rand"
"Set 3.2 LA (mid SP)_EV122",44.5,89,96.417,6.49,127.24,101.361,11.125,127.62,101.247,23.803,133.299,178,432,14,76.347,104.306,6.878,76.347,103.831,0.425,122.496,148.523,33.738,2,2,"lognormal",1000000,"Set 3.2 LA (mid SP) Completion Times - Lognormal",1,"0.4","Rand","Rand"
"Set 3.2 LA (mid SP)_EV123",37,74,80.167,5.92,105.8,84.278,9.25,106.11,84.183,19.791,110.833,148,924,14.195,62.757,85.179,6.233,62.757,84.698,0.483,101.932,130.442,71.401,2,2,"lognormal",1000000,"Set 3.2 LA (mid SP) Completion Times - Lognormal",1,"0.4","Rand","Rand"
"Set 3.2 LA (mid SP)_EV124",49,98,106.167,7.04,140.11,111.611,12.25,140.52,111.485,26.21,146.779,196,543,12.878,85.528,113.452,7.388,85.528,112.964,0.408,132.892,163.555,39.218,2,2,"lognormal",1000000,"Set 3.2 LA (mid SP) Completion Times - Lognormal",1,"0.4","Rand","Rand"
"Set 3.2 LA (mid SP)_EV125",50,100,108.333,7.1,142.97,113.889,12.5,143.39,113.76,26.745,149.775,200,1041,13.773,89.079,117.175,7.447,89.079,116.686,0.407,136.733,167.848,78.306,2,2,"lognormal",1000000,"Set 3.2 LA (mid SP) Completion Times - Lognormal",1,"0.4","Rand","Rand"
"Set 3.2 LA (mid SP)_EV126",50,100,108.333,7.22,142.97,113.889,12.5,143.39,113.76,26.745,149.775,200,864,15.139,87.566,114.757,7.684,87.566,114.244,0.413,134.991,174.946,69.881,2,2,"lognormal",1000000,"Set 3.2 LA (mid SP) Completion Times - Lognormal",1,"0.4","Rand","Rand"
"Set 3.2 LA (mid SP)_EV127",55,110,119.167,7.85,157.27,125.278,13.75,157.73,125.136,29.419,164.752,220,2470,14.527,98.801,127.613,8.312,98.801,127.081,0.398,149.422,186.371,190.387,2,2,"lognormal",1000000,"Set 3.2 LA (mid SP) Completion Times - Lognormal",1,"0.4","Rand","Rand"
"Set 3.2 LA (mid SP)_EV128",34.5,69,74.75,5.24,98.65,78.583,8.625,98.94,78.495,18.454,103.344,138,1380,13.504,59.962,79.378,5.555,59.962,78.978,0.456,94.206,121.701,101.085,2,2,"lognormal",1000000,"Set 3.2 LA (mid SP) Completion Times - Lognormal",1,"0.4","Rand","Rand"
"Set 3.2 LA (mid SP)_EV129",53,106,114.833,7.36,151.55,120.722,13.25,151.99,120.586,28.349,158.761,212,765,14.175,90.07,121.016,7.82,90.07,120.501,0.403,141.565,177.684,59.599,2,2,"lognormal",1000000,"Set 3.2 LA (mid SP) Completion Times - Lognormal",1,"0.4","Rand","Rand"
"Set 3.2 LA (mid SP)_EV130",47,94,101.833,6.86,134.39,107.056,11.75,134.78,106.935,25.14,140.788,188,1079,14.111,83.858,109.251,7.311,83.858,108.754,0.433,128.592,156.986,82.874,2,2,"lognormal",1000000,"Set 3.2 LA (mid SP) Completion Times - Lognormal",1,"0.4","Rand","Rand"
"Set 3.2 LA (mid SP)_EV131",46.5,93,100.75,6.48,132.96,105.917,11.625,133.35,105.797,24.872,139.29,186,819,15.175,85.314,108.501,6.894,85.314,108.031,0.417,126.65,159.21,66.378,2,2,"lognormal",1000000,"Set 3.2 LA (mid SP) Completion Times - Lognormal",1,"0.4","Rand","Rand"
"Set 3.2 LA (mid SP)_EV132",50.5,101,109.417,7.17,144.4,115.028,12.625,144.82,114.898,27.012,151.272,202,1176,14.821,91.913,119.849,7.541,91.913,119.373,0.399,139.588,167.407,92.773,2,2,"lognormal",1000000,"Set 3.2 LA (mid SP) Completion Times - Lognormal",1,"0.4","Rand","Rand"
"Set 3.2 LA (mid SP)_EV133",46.5,93,100.75,6.84,132.96,105.917,11.625,133.35,105.797,24.872,139.29,186,2080,14.263,81.07,110.941,7.202,81.07,110.441,0.431,130.002,159.119,159.439,2,2,"lognormal",1000000,"Set 3.2 LA (mid SP) Completion Times - Lognormal",1,"0.4","Rand","Rand"
"Set 3.2 LA (mid SP)_EV134",50,100,108.333,7.1,142.97,113.889,12.5,143.39,113.76,26.745,149.775,200,481,13.139,87.633,114.811,7.496,87.633,114.308,0.421,134.588,170.626,35.736,2,2,"lognormal",1000000,"Set 3.2 LA (mid SP) Completion Times - Lognormal",1,"0.4","Rand","Rand"
"Set 3.2 LA (mid SP)_EV135",50.5,101,109.417,7.26,144.4,115.028,12.625,144.82,114.898,27.012,151.272,202,432,13.741,89.799,116.684,7.618,89.799,116.183,0.409,136.74,165.299,33.308,2,2,"lognormal",1000000,"Set 3.2 LA (mid SP) Completion Times - Lognormal",1,"0.4","Rand","Rand"
"Set 3.2 LA (mid SP)_EV136",36,72,78,5.61,102.94,82,9,103.24,81.907,19.256,107.838,144,1068,15.38,64.232,84.445,5.906,64.232,83.992,0.491,100.37,128.013,87.009,2,2,"lognormal",1000000,"Set 3.2 LA (mid SP) Completion Times - Lognormal",1,"0.4","Rand","Rand"
"Set 3.2 LA (mid SP)_EV137",56.5,113,122.417,7.55,161.55,128.694,14.125,162.03,128.549,30.221,169.245,226,633,14.578,103.088,130.67,7.967,103.088,130.17,0.385,151.419,197.483,50.419,2,2,"lognormal",1000000,"Set 3.2 LA (mid SP) Completion Times - Lognormal",1,"0.4","Rand","Rand"
"Set 3.2 LA (mid SP)_EV138",37.5,75,81.25,5.58,107.23,85.417,9.375,107.54,85.32,20.058,112.331,150,2499,12.327,64.792,85.372,5.965,64.792,84.942,0.447,101.234,128.139,164.333,2,2,"lognormal",1000000,"Set 3.2 LA (mid SP) Completion Times - Lognormal",1,"0.4","Rand","Rand"
"Set 3.2 LA (mid SP)_EV139",51,102,110.5,7.18,145.83,116.167,12.75,146.26,116.035,27.28,152.77,204,2660,14.472,92.519,118.277,7.469,92.519,117.787,0.398,137.845,166.248,204.857,2,2,"lognormal",1000000,"Set 3.2 LA (mid SP) Completion Times - Lognormal",1,"0.4","Rand","Rand"
"Set 3.2 LA (mid SP)_EV140",52.5,105,113.75,7.22,150.12,119.583,13.125,150.56,119.448,28.082,157.263,210,684,14.079,92.926,120.522,7.631,92.926,120.057,0.381,140.426,173.103,52.938,2,2,"lognormal",1000000,"Set 3.2 LA (mid SP) Completion Times - Lognormal",1,"0.4","Rand","Rand"
"Set 3.2 LA (mid SP)_EV141",51.5,103,111.583,7.3,147.26,117.306,12.875,147.69,117.173,27.547,154.268,206,496,13.581,90.373,117.696,7.787,90.373,117.192,0.398,138.082,177.896,37.249,2,2,"lognormal",1000000,"Set 3.2 LA (mid SP) Completion Times - Lognormal",1,"0.4","Rand","Rand"
"Set 3.2 LA (mid SP)_EV142",41.5,83,89.917,5.93,118.66,94.528,10.375,119.01,94.421,22.198,124.313,166,555,15,72.594,96.509,6.38,72.594,96.073,0.431,113.396,142.563,45.432,2,2,"lognormal",1000000,"Set 3.2 LA (mid SP) Completion Times - Lognormal",1,"0.4","Rand","Rand"
"Set 3.2 LA (mid SP)_EV143",39.5,79,85.583,5.77,112.94,89.972,9.875,113.28,89.871,21.128,118.322,158,588,15.429,71.839,93.011,6.145,71.839,92.584,0.438,109.338,141.038,49.243,2,2,"lognormal",1000000,"Set 3.2 LA (mid SP) Completion Times - Lognormal",1,"0.4","Rand","Rand"
"Set 3.2 LA (mid SP)_EV144",45.5,91,98.583,6.58,130.1,103.639,11.375,130.48,103.522,24.338,136.295,182,984,15.065,79.94,104.899,6.997,79.94,104.429,0.422,123.34,151.317,79.3,2,2,"lognormal",1000000,"Set 3.2 LA (mid SP) Completion Times - Lognormal",1,"0.4","Rand","Rand"
"Set 3.2 LA (mid SP)_EV145",48.5,97,105.083,6.81,138.68,110.472,12.125,139.09,110.347,25.942,145.281,194,1006,13.834,84.518,111.415,7.237,84.518,110.938,0.401,130.465,164.278,75.306,2,2,"lognormal",1000000,"Set 3.2 LA (mid SP) Completion Times - Lognormal",1,"0.4","Rand","Rand"
"Set 3.2 LA (mid SP)_EV146",49,98,106.167,6.79,140.11,111.611,12.25,140.52,111.485,26.21,146.779,196,555,14.865,86.596,113.983,7.167,86.596,113.52,0.4,132.769,161.802,45.183,2,2,"lognormal",1000000,"Set 3.2 LA (mid SP) Completion Times - Lognormal",1,"0.4","Rand","Rand"
"Set 3.2 LA (mid SP)_EV147",49.5,99,107.25,6.97,141.54,112.75,12.375,141.95,112.623,26.477,148.277,198,1170,15.005,86.349,113.822,7.481,86.349,113.337,0.394,133.427,167.626,92.489,2,2,"lognormal",1000000,"Set 3.2 LA (mid SP) Completion Times - Lognormal",1,"0.4","Rand","Rand"
"Set 3.2 LA (mid SP)_EV148",41.5,83,89.917,5.99,118.66,94.528,10.375,119.01,94.421,22.198,124.313,166,1445,14.553,72.458,95.388,6.42,72.458,94.942,0.436,112.388,139.527,110.665,2,2,"lognormal",1000000,"Set 3.2 LA (mid SP) Completion Times - Lognormal",1,"0.4","Rand","Rand"
"Set 3.2 LA (mid SP)_EV149",47.5,95,102.917,6.73,135.82,108.194,11.875,136.22,108.072,25.407,142.286,190,720,14.9,84.71,110.602,7.069,84.71,110.138,0.412,129.172,163.629,58.063,2,2,"lognormal",1000000,"Set 3.2 LA (mid SP) Completion Times - Lognormal",1,"0.4","Rand","Rand"
"Set 3.2 LA (mid SP)_EV150",51.5,103,111.583,7.15,147.26,117.306,12.875,147.69,117.173,27.547,154.268,206,1620,14.767,89.794,118.431,7.602,89.794,117.951,0.394,138.353,168.324,128.102,2,2,"lognormal",1000000,"Set 3.2 LA (mid SP) Completion Times - Lognormal",1,"0.4","Rand","Rand"
"Set 3.2 LA (mid SP)_EV151",42,84,91,6.47,120.09,95.667,10.5,120.45,95.559,22.465,125.811,168,1008,14.54,73.959,98.851,6.745,73.959,98.351,0.471,116.942,146.137,78.878,2,2,"lognormal",1000000,"Set 3.2 LA (mid SP) Completion Times - Lognormal",1,"0.4","Rand","Rand"
"Set 3.2 LA (mid SP)_EV152",46.5,93,100.75,6.74,132.96,105.917,11.625,133.35,105.797,24.872,139.29,186,732,14.803,82.174,107.747,7.21,82.174,107.264,0.42,126.767,158.749,58.311,2,2,"lognormal",1000000,"Set 3.2 LA (mid SP) Completion Times - Lognormal",1,"0.4","Rand","Rand"
"Set 3.2 LA (mid SP)_EV153",46.5,93,100.75,6.45,132.96,105.917,11.625,133.35,105.797,24.872,139.29,186,960,14.133,82.305,108.146,6.819,82.305,107.701,0.401,126.064,153.679,72.98,2,2,"lognormal",1000000,"Set 3.2 LA (mid SP) Completion Times - Lognormal",1,"0.4","Rand","Rand"
"Set 3.2 LA (mid SP)_EV154",48.5,97,105.083,6.7,138.68,110.472,12.125,139.09,110.347,25.942,145.281,194,732,14.303,87.977,113.3,7.056,87.977,112.841,0.41,131.904,164.378,57.743,2,2,"lognormal",1000000,"Set 3.2 LA (mid SP) Completion Times - Lognormal",1,"0.4","Rand","Rand"
"Set 3.2 LA (mid SP)_EV155",44,88,95.333,6.1,125.81,100.222,11,126.18,100.109,23.535,131.802,176,720,15.425,78.875,101.769,6.467,78.875,101.349,0.403,118.755,146.576,59.446,2,2,"lognormal",1000000,"Set 3.2 LA (mid SP) Completion Times - Lognormal",1,"0.4","Rand","Rand"
"Set 3.2 LA (mid SP)_EV156",42.5,85,92.083,5.84,121.52,96.806,10.625,121.88,96.696,22.733,127.308,170,768,14.458,75.457,98.689,6.195,75.457,98.29,0.399,114.913,145.216,60.389,2,2,"lognormal",1000000,"Set 3.2 LA (mid SP) Completion Times - Lognormal",1,"0.4","Rand","Rand"
"Set 3.2 LA (mid SP)_EV157",43,86,93.167,6.02,122.95,97.944,10.75,123.31,97.834,23,128.806,172,966,14.651,78.01,100.507,6.515,78.01,100.064,0.431,117.758,148.923,75.896,2,2,"lognormal",1000000,"Set 3.2 LA (mid SP) Completion Times - Lognormal",1,"0.4","Rand","Rand"
"Set 3.2 LA (mid SP)_EV158",49,98,106.167,6.87,140.11,111.611,12.25,140.52,111.485,26.21,146.779,196,2040,14.406,85.886,112.719,7.305,85.886,112.249,0.402,131.897,159.288,157.573,2,2,"lognormal",1000000,"Set 3.2 LA (mid SP) Completion Times - Lognormal",1,"0.4","Rand","Rand"
"Set 3.2 LA (mid SP)_EV159",43,86,93.167,6.26,122.95,97.944,10.75,123.31,97.834,23,128.806,172,519,13.012,75.184,98.097,6.669,75.184,97.643,0.427,115.734,143.949,38.043,2,2,"lognormal",1000000,"Set 3.2 LA (mid SP) Completion Times - Lognormal",1,"0.4","Rand","Rand"
"Set 3.2 LA (mid SP)_EV160",43,86,93.167,5.77,122.95,97.944,10.75,123.31,97.834,23,128.806,172,1566,13.057,74.688,97.923,6.16,74.688,97.548,0.374,114.004,138.218,109.934,2,2,"lognormal",1000000,"Set 3.2 LA (mid SP) Completion Times - Lognormal",1,"0.4","Rand","Rand"
"Set 3.2 LA (mid SP)_EV161",45,90,97.5,6.47,128.67,102.5,11.25,129.05,102.384,24.07,134.797,180,1944,13.657,80.043,103.798,6.79,80.043,103.313,0.448,121.847,154.827,144.431,2,2,"lognormal",1000000,"Set 3.2 LA (mid SP) Completion Times - Lognormal",1,"0.4","Rand","Rand"
"Set 3.2 LA (mid SP)_EV162",35.5,71,76.917,5.25,101.51,80.861,8.875,101.81,80.77,18.989,106.34,142,448,13.571,61.604,82.365,5.599,61.604,81.959,0.455,97.266,123.251,34.173,2,2,"lognormal",1000000,"Set 3.2 LA (mid SP) Completion Times - Lognormal",1,"0.4","Rand","Rand"
"Set 3.2 LA (mid SP)_EV163",37.5,75,81.25,5.94,107.23,85.417,9.375,107.54,85.32,20.058,112.331,150,1260,14.117,65.302,87.939,6.11,65.302,87.46,0.491,104.398,133.151,96.203,2,2,"lognormal",1000000,"Set 3.2 LA (mid SP) Completion Times - Lognormal",1,"0.4","Rand","Rand"
"Set 3.2 LA (mid SP)_EV164",47,94,101.833,6.96,134.39,107.056,11.75,134.78,106.935,25.14,140.788,188,1045,14.538,86.122,111.618,7.273,86.122,111.12,0.424,130.786,162.194,82.243,2,2,"lognormal",1000000,"Set 3.2 LA (mid SP) Completion Times - Lognormal",1,"0.4","Rand","Rand"
"Set 3.2 LA (mid SP)_EV165",43.5,87,94.25,6.08,124.38,99.083,10.875,124.75,98.971,23.268,130.304,174,450,14.851,76.248,100.066,6.529,76.248,99.629,0.418,117.337,143.742,36.53,2,2,"lognormal",1000000,"Set 3.2 LA (mid SP) Completion Times - Lognormal",1,"0.4","Rand","Rand"
"Set 3.2 LA (mid SP)_EV166",39.5,79,85.583,5.92,112.94,89.972,9.875,113.28,89.871,21.128,118.322,158,592,14.514,69.377,91.428,6.267,69.377,90.977,0.448,108.091,142.576,47.377,2,2,"lognormal",1000000,"Set 3.2 LA (mid SP) Completion Times - Lognormal",1,"0.4","Rand","Rand"
"Set 3.2 LA (mid SP)_EV167",43,86,93.167,6.48,122.95,97.944,10.75,123.31,97.834,23,128.806,172,1404,14.13,75.685,99.427,6.917,75.685,98.934,0.444,117.807,159.476,106.074,2,2,"lognormal",1000000,"Set 3.2 LA (mid SP) Completion Times - Lognormal",1,"0.4","Rand","Rand"
