Filepath,Optimistic,CPM,PERT,PERT SD,PERT (99%),BB/2 Mean,BB/2 SD,BB/2 (99%),Lognormal Mean,Lognormal SD,Lognormal (99%),Pessimistic,Sim Min,Sim Mean,Sim SD,Sim Mode,Sim Median,Sim Skewness,Sim 99%,Sim Max,Sim Time (Seconds)
Set 1 SP_EV881,71.0,142,153.833,7.48,203.01,161.722,17.75,203.61,161.539,37.977,284.0,284.0,125.144,165.658,9.325,125.144,165.543,0.074,187.762,211.853,1.645
Set 1 SP_EV882,54.5,109,118.083,6.48,155.84,124.139,13.625,156.29,123.999,29.152,218.0,218.0,93.394,127.165,8.078,93.394,127.039,0.088,146.341,164.83,1.473
Set 1 SP_EV883,65.0,130,140.833,7.33,185.86,148.056,16.25,186.4,147.888,34.768,260.0,260.0,109.931,151.672,9.144,109.931,151.54,0.083,173.371,197.118,1.512
Set 1 SP_EV884,78.0,156,169.0,8.46,223.03,177.667,19.5,223.69,177.466,41.722,312.0,312.0,137.498,181.974,10.568,137.498,181.837,0.076,207.052,237.339,2.006
Set 1 SP_EV885,72.5,145,157.083,8.05,207.3,165.139,18.125,207.91,164.952,38.78,290.0,290.0,125.785,169.159,10.038,125.785,169.03,0.076,192.98,216.498,1.483
Set 1 SP_EV886,80.0,160,173.333,8.65,228.75,182.222,20.0,229.42,182.016,42.791,320.0,320.0,139.752,186.687,10.786,139.752,186.558,0.072,212.221,237.051,1.834
Set 1 SP_EV887,71.0,142,153.833,7.98,203.01,161.722,17.75,203.61,161.539,37.977,284.0,284.0,122.269,165.667,9.947,122.269,165.534,0.079,189.304,219.356,1.436
Set 1 SP_EV888,68.0,136,147.333,7.68,194.44,154.889,17.0,195.01,154.714,36.373,272.0,272.0,118.856,158.703,9.554,118.856,158.574,0.082,181.39,208.869,1.715
Set 1 SP_EV889,74.0,148,160.333,8.21,211.59,168.556,18.5,212.21,168.365,39.582,296.0,296.0,126.783,172.934,10.179,126.783,172.791,0.078,197.11,226.266,2.128
Set 1 SP_EV890,78.0,156,169.0,8.37,223.03,177.667,19.5,223.69,177.466,41.722,312.0,312.0,135.184,182.0,10.434,135.184,181.872,0.076,206.729,233.105,1.683
Set 1 SP_EV891,74.0,148,160.333,8.25,211.59,168.556,18.5,212.21,168.365,39.582,296.0,296.0,128.378,173.419,10.275,128.378,173.262,0.081,197.764,225.719,2.169
Set 1 SP_EV892,75.5,151,163.583,7.79,215.88,171.972,18.875,216.52,171.778,40.384,302.0,302.0,133.102,176.18,9.707,133.102,176.068,0.067,199.142,221.583,1.521
Set 1 SP_EV893,86.0,172,186.333,9.21,245.91,195.889,21.5,246.63,195.668,46.001,344.0,344.0,146.832,201.314,11.4,146.832,201.161,0.074,228.33,255.534,2.237
Set 1 SP_EV894,76.0,152,164.667,8.33,217.31,173.111,19.0,217.95,172.916,40.652,304.0,304.0,131.377,177.347,10.392,131.377,177.196,0.08,202.059,226.337,1.75
Set 1 SP_EV895,72.0,144,156.0,7.91,205.87,164.0,18.0,206.48,163.815,38.512,288.0,288.0,123.812,168.008,9.868,123.812,167.875,0.076,191.425,216.585,1.463
Set 1 SP_EV896,63.5,127,137.583,7.0,181.57,144.639,15.875,182.1,144.475,33.966,254.0,254.0,109.371,148.164,8.734,109.371,148.04,0.078,168.851,189.867,1.408
Set 1 SP_EV897,79.5,159,172.25,8.37,227.32,181.083,19.875,227.99,180.879,42.524,318.0,318.0,138.421,185.495,10.439,138.421,185.363,0.075,210.249,239.894,1.515
Set 1 SP_EV898,86.0,172,186.333,8.94,245.91,195.889,21.5,246.63,195.668,46.001,344.0,344.0,151.603,200.671,11.15,151.603,200.545,0.066,227.027,256.903,1.646
Set 1 SP_EV899,79.5,159,172.25,8.35,227.32,181.083,19.875,227.99,180.879,42.524,318.0,318.0,136.767,185.766,10.356,136.767,185.622,0.075,210.328,238.998,2.147
Set 1 SP_EV900,71.0,142,153.833,7.67,203.01,161.722,17.75,203.61,161.539,37.977,284.0,284.0,123.873,165.667,9.567,123.873,165.545,0.075,188.392,214.32,1.526
